chapter,verse,slok,transliteration,tej_et,siva_et,purohit_et,chinmay_et,san_et,adi_et,gambir_et,madhav_et,abhinav_et,vallabh_et,srid_et,dhan_et,venkat_et,neel_et,sankar_et,ms_et,anand_et,raman_et
5,13,"सर्वकर्माणि मनसा संन्यस्यास्ते सुखं वशी |
नवद्वारे पुरे देही नैव कुर्वन्न कारयन् ||५-१३||","sarvakarmāṇi manasā saṃnyasyāste sukhaṃ vaśī .
navadvāre pure dehī naiva kurvanna kārayan ||5-13||",,Mentally renouncing all actions and selfcontrolled the embodied one rests happily in the ninegated city neither acting nor causing others (body and senses) to act,Mentally renouncing all actions the selfcontrolled soul enjoys bliss in this body the city of the nine gates neither doing anything himself nor causing anything to be done,,Having renounced all actions by mind a man of selfcontrol dwells happily in his body a ninewindowed mansion neither performing nor causing others to perform [actions],The embodied self mentally resigning all actions as belonging to the city of nine gates (ie the body) and becoming selfcontrolled dwells happily neither himself acting nor causing the body to act,The embodied man of selfcontrol having given up all actions mentally continues happily in the town of nine gates without doing or causing (others) to do anything at all,,Sarva etc [He would view as] : 'Just as for a person within a house there is no connection with dilapidation etc that are found in the house in the same way for me too residing in the bodyhouse beautified with nine windows in the form of openings like the eyes etc there is no connection with its attributes' For,,,,,,Aste he continues; sukham happily; sannyasya having given up; sarvakarmani all actionsnitya naimittika kamya and nisiddha (prohibited actions); [See note on p Tr] manasa mentally through discriminating wisdomie having given up (all actions) by seeing inaction in action etc Freed from the activities of speech mind and body effortles placid in mind and devoid of all external wants which are different from the Self he continues happily This is what has been said Where and how does the vasi man of selfcontrol ie one who has his organs under control remain? This is being answered: Navadvare pure in the town with nine gates of which seven [Two ears two eyes nostrils and mouth] are in the head for one's own experiences and two are below for urination and defecation As possessed of those gates it is called the 'town with nine gates' Being like a town the body is called a town with the Self as its only master And it is inhabited by the organs mind intellect and objects like citizens as it were which serve its needs and which are productive of many results and experience Renouncing all actions the dehi embodied one resides in that town with nine gates Objection: What is the need of this specification? For all embodied beings be they monks or not reside in bodies to be sure! That being so the specification is needless The answer is: The embodied one however who is unenlightened who perceives merely the aggregate of the body and organs as the Self he in his totality thinks 'I am in a house on the ground or on the seat' For one who experiences the body alone as the Self there can certainly be no such conviction as 'I am in the body like one's being in a house' But for one who realizes the Self as distinct from the aggregate of body etc it becomes reasonable to have the conviction 'I am in the bdoy It is reasonable that as a result of knowledge in the form of discriminating wisdom there can be a mental renunciation of the actions of others which have been ignorantly superimposed on the supreme Self Even in the case of one in whom has arisen discriminating wisdom and who has renounced all actions there can be like staying in a house the continuance in the body itselfthe town with nine gatesas a conseence of the persistence of the remnants of the results of past actions which have started bearing fruit because the awareness of being distinct (from the body) arises while one is in the body itself Form the point of veiw of the difference between the convictions of the enlightened and the unenlightened persons the alifying words 'He continues in the body itself' do have a purpose to serve Although it has been stated that one continues (in the body) by relinishing actions of the body and organs ignorantly superimposed on the Self still there may be the apprehesion that direct or indirect agentship inheres in the Self Anticipating this the Lord says: na eva kurvan without himself doing anything at all; and na karayan not causing (others) to do (not) inducing the body and organs to activity Objection: Is it that the direct or indirect agentship of the embodied one inheres in the Self and ceases to be after renunciation as the movement of a traveller ceases with the stoppage of his movement? Or is it that they do not exist owing to the very nature of the Self? As to this the answer is: The Self by Its nature has neither direct nor indirect agentship For it was stated 'It is said that৷৷This (Self) is unchangeable' () 'O son of Kunti although existing in the body It does not act nor is It affected' () And it is also stated in the Upanisad 'It seems to meditate as it were; It seems to move as it were' (Br ),,,The embodied self who is selfcontrolled renounces all actions to the city of nine gates ie the body with its sensory and motor functions which are nine in number He discriminates that all actions are due to conjunction of the self with the body which is rooted in previous Karmas and is not by Its own nature [It means that the self merely rests in the body without any identification with bodily activities] Sri Krsna now teaches the natural condition of the self as It is:
5,14,"न कर्तृत्वं न कर्माणि लोकस्य सृजति प्रभुः |
न कर्मफलसंयोगं स्वभावस्तु प्रवर्तते ||५-१४||","na kartṛtvaṃ na karmāṇi lokasya sṛjati prabhuḥ .
na karmaphalasaṃyogaṃ svabhāvastu pravartate ||5-14||",,Neither agency nor actions does the Lord create for the world nor union with the fruits of actions But it is Nature that acts,The Lord of this universe has not ordained activity or any incentive thereto or any relation between an act and its consequences All this is the work of Nature,,The Lord (Self) acires neither the state of being a creator of the world nor the actions nor the connecting with the fruits of their actions But it is the inherent nature [in It] that exerts,The lord of the body (the self ie the Jiva) does not create agency nor actions nor union with the fruits of actions in relation to the world of selves It is only the inherent tendencies that function,The Self does not create agentship or any objects (of desire) for anyone; nor association with the results of actions But it is Nature that acts,,Na kartrtvam etc This Soul does not do anything for anything But Its exertion is only Its inherent nature and it is not due to any desire for results For the Bhagavat the Conscious Energy Itself Whose ultimately true inherent nature is the IlluminationBlissFreedomofWill and Which brings out merely by Its own nature the continuous series of creation manitenance and withdrawl of all (the Universe); hence in It there is never a departure even to a little extent from Its own inherent nature Hence there is no such thing as a particular stage of being a creator ie a creatorhood separate [from Itself] Because that does not exist what actions can be there ? If actions are not there the fruit is to be of what or for whom ? Then what connection could be three with the fruit of action ? [Further] 'action' in this context is [only] the kriya[sakti] or creative energy [which is nothing but His will] and 'result of action' too in only the fruit of this kriya For example the activity like rotating the [potter's] wheel by the stick is not [actually] different [from what is to be created ie the pot] Nor the creator of the pot is different from it For all exist within the Conscious Energy Therefore it is only the Animate Sovereign Supreme Lord that manifests in this and that form Therefore there exist no activity and its result etc apart from That This is demonstrated conclusion [of the scriptures] So if there is no activity or its result [as stated above] then even the result ordained in [the scriptural] injunctions cannot have a status of being produced by the unseen [cause] After saying this in the other first hemistich [of the following verse] the Lord justifies in the other hemistich the same statement with reference to the men of mundane life :,,,,,,Prabhuh the Self; na srjati does not create; lokasya for anyone; kartrtvam agentship by saying 'Do this'; or even karmani any objectssuch objects as chariot pot palace etc which are intensely longed for; nor even karmaphalasamyogam association with the results of actionsassociation of the creator of a chariot etc with the result of his work Objection: If the embodied one does not do anything himself and does not make others do then who is it that engages in work by doing and making others do? The answer is: Tu but; it is svabhavah Nature one's own (sva) nature (bhava)characterized as ignorance Maya which will be spoken of in 'Since this divine Maya' (); pravartate that acts But from the highest standpoint,,,When the world of embodied selves exists in conjunction with the Prakrti in the form of gods animals men immobile things etc the master (Prabhu ie the Jiva who is the master of the body) who is not subject to Karma and is established in Its own essential nature does not bring about: (i) the agency of gods men etc (ii) their manifold and particular actions and (iii) their connection with the fruits in the form of embodiment as gods etc resulting from their actions Who then brings about agency etc? It is only the tendencies that act A tendency (Svabhava) is subtle impressions (Vasanas) originating from Prakrti The meaning is that agency etc do not originate from the natural or pristine condition of the self but are generated by the subtle impressions created by misconceiving those forms of Prakrti etc as of the self This is the result of the conjunction of the self with Prakrti in the form of gods etc which has been generated by the flow of previous Karmas brought about in beginningless time
5,15,"नादत्ते कस्यचित्पापं न चैव सुकृतं विभुः |
अज्ञानेनावृतं ज्ञानं तेन मुह्यन्ति जन्तवः ||५-१५||","nādatte kasyacitpāpaṃ na caiva sukṛtaṃ vibhuḥ .
ajñānenāvṛtaṃ jñānaṃ tena muhyanti jantavaḥ ||5-15||",,The Lord takes neither the demerit nor even the merit of any; knowledge is enveloped by ignorance thery beings are deluded,The Lord does not accept responsibility for any man's sin or merit Men are deluded because in them wisdom is submerged in ignorance,,The Omnimanifest (Soul) takes [upon Itself] neither sin nor merit [born] of any [action] But the perfect knowledge is clouded by Illusion and hence the creatures are deluded,The allpervading One takes away neither the sin nor the merit of any one Knowledge is enveloped by ignorance Creatures are thery deluded,The Omnipresent neither accepts anybody's sin nor even virtue Knowledge remains covered by ignorance Thery the creatures become deluded,,Nadatte etc The sinful acts and the like have been effected not by the Soul; but they have been effected by the Illusion belonging to It just as a poison is effected in the nectar by a doubt Therefore,,,,,,Vibhuh the Omnipresent; na adatte neither accetps; kasyacit anybody'seven a adevotee's; papam sin; na ca eva nor even; does He accept sukrtam virtue offered by devotees Why then are such virtuous acts as worship etc as also sacrifices charity oblation etc worship etc as also sacrifices charity oblation etc offered by devotees? To this the Lord says: Jnanam knowledge discriminating wisdom; remains avrtam covered; ajnanena by ignorance Tena thery; jantavah the creatures the nondiscriminating people in the world; muhyanti become deluded thus'I do; I make others do; I eat; I make others eat',,,Because It the Atman is 'allpervading' ie is not limited to particular area or space included in the bodies of gods men etc; It is not the relative or the enemy of any one For this reason It does not take away or remove the evil or suffering of anyone such as a son who is related and therefore dear to one; nor does It take away ie remove the happiness of anyone whom It deems with aversion All this is the effect of Vasanas or subtle impressions of Prakrti How does do these contrary Vasanas originte in the case of one whose intrinsic nature is a described above? In answer it is said that knowledge is enveloped by the darkness of ignorance The Atman's knowledge is enveloped ie contracted by preceding Karmas which are opposed to knowledge so that a person may be alified to experience the fruits of his own Karma It is by this Karma which contracts knowledge and can join the Jiva with the bodies of gods etc that the misconception that the bodies are the selves is produced Conseently there will originate the Vasanas or the unconscious subtle impressions born of such misapprehension of the self and the inclination to undertake actions corresponding to them Sri Krsna now brings into proper seence what has been taught before in the following verses: 'You will completely cross over the sea of all your sins with the boat of knowledge' () and 'The fire of knowledge reduces all Karmas to ashes in the same way' () and 'For there is no purifier here eal to knowledge' ()
5,16,"ज्ञानेन तु तदज्ञानं येषां नाशितमात्मनः |
तेषामादित्यवज्ज्ञानं प्रकाशयति तत्परम् ||५-१६||","jñānena tu tadajñānaṃ yeṣāṃ nāśitamātmanaḥ .
teṣāmādityavajjñānaṃ prakāśayati tatparam ||5-16||",,But to those whose ignorance is destroyed by the knowledge of the Self like the sun knowledge reveals the Supreme (Brahman),Surely wisdom is like the sun revealing the supreme truth to those whose ignorance is dispelled by the wisdom of the Self,,In the case of those whose Illusion has been however destroyed by the Selfknowledge then for them that knowledge illumines itself like the sun,But for those in whom this ignorance is destroyed by the knowledge of the self that knowledge in their case is supreme and shines like the sun,But in the case of those of whom that ignorance of theirs becomes destroyed by the knowledge (of the Self) their Knowledge like the sun reveals that supreme Reality,,Jnanena etc When however the Illusion is destroyed by knowledge then the natural capacity of knowledge in illuminating itself and other things starts to work automatically just as the sun does when the darkness is lost Indeed when the doubt [of poison] is completely rooted out the nectar does the work of the nectar just automatically But this is possible for those who have their intellect and mind gone to This [Self] and have abandoned [all] other activities To make this idea clear [the Lord] says,,,,,,Tu but; yesam in the case of those creatures; of whom tat ajnanam that ignorance; atmanah of theirsbeing covered by which ignorance creatures get deluded; nasitam becomes destroyed; jnanena by knowledge by discriminating knowledge concerning the Self; tesam their; jnanam knowledge; adityavat like the sun; prakasayati reveals in the same way as the sun reveals all forms whatever; tatparam that supreme Reality the Reality which is the highest Goal the totality of whatever is to be known,,,While all these selves are thus deluded in the case of enlightened souls their delusive ignorance which envelops knowledge and which is of the form of accumulated beginningless and endless Karma is destroyed by knowledge As already described this knowledge is produced by the teachings of the scriptures about the real nature of the self which are enriched by daily practice The purity of this knowledge is unexcelled And in the case of those selves who regain the knowledge that is natural to Them it is found that it is unlimited and uncontracted and illumining everything like the sun Plurality of the selves in Their essence is expressly mentioned in the case of those whose ignorance is overcome in the expression 'for those' in the text What was stated at the commencement 'There never was a time when I did not exist' () is expressed here with greater clarity Moreover this plurality is not due to limiting adjuncts imposed on a single universal self For as stated here there cannot be any trace of such adjuncts for those whose ignorance is destroyed and still They are described as a plurality Hence knowledge is taught as an attribute inseparable from the essential nature of the self because a difference between the self and its knowledge is made out in the statement 'Knowledge in their case illuminates like the sun' By the illustration of the sun the relation of the knower to his knowledge is brought out to be similar to the luminous object and its luminosity Therefore it is appropriate to understand that knowledge contracts by Karma in the stage of Samsara and expands in the stage of Moksa (release) [In this system the Atman has two forms of Jnana or Knowledge DharmiJnana (selfawareness) and DharmabhutaJnana (awareness of objects other than itself) It is the latter that is contracted by ignorance and expands by knowledge See Intrdocution]
5,17,"तद्बुद्धयस्तदात्मानस्तन्निष्ठास्तत्परायणाः |
गच्छन्त्यपुनरावृत्तिं ज्ञाननिर्धूतकल्मषाः ||५-१७||","tadbuddhayastadātmānastanniṣṭhāstatparāyaṇāḥ .
gacchantyapunarāvṛttiṃ jñānanirdhūtakalmaṣāḥ ||5-17||",,Their intellect absorbed in That their self being That established in That with That for their supreme goal they go whence there is no return their sins dispelled by knowledge,Meditating on the Divine having faith in the Divine concentrating on the Divine and losing themselves in the Divine their sins dissolved in wisdom they go whence there is no return,,Those who have their intellect and self (mind) gone to This; who have established themselves in This and have This [alone] as their supreme goal; and who have washed off their sins by means of [perfect] knowledgethey reach a state from which there is no more return,Those whose intellects pursue It (the self) whose minds think about It who undergo discipline for It and who hold It as their highest object have their impurities cleansed by knowledge and go whence there is no return,Those who have their intellect absorbed in That whose Self is That who are steadfast in That who have That as their supreme Goalthey attain the state of nonreturning their dirt having been removed by Knowledge,,Because it is only the inherent nature that exerts thus therefore [the Lord] says that the men who have destroyed their illusion would remain as follows,,,,,,Tatbuddhayah those who have their intellect absorbed in That [Here Ast reads 'tasmin brahmani in that Brahman'Tr] in the supreme Knowledge which has been revealed; tatatmanah whose Self is That who have That (tat) supreme Brahman Itself as their Self (atma); tatnisthah who are steadfast in Thatnistha is intentness exclusive devotion; they are called tatnisthah who become steadfast only in Brahman by renouncing all actions; and tatparayanah who have That as their supreme (para) Goal (ayana) who have That alone as their supreme Resort ie who are devoted only to the Self; those who have got their ignorance destroyed by Knowledgethose who are of this kind they gacchanti attain; apunaravrttim the state of nonreturning nonassociation again with a body; jnananirdhutakalmasah their dirt having been removed destroyed by Knowledge Those whose dirt (kalmasa) the defect in the form of sin etc which are the cause of transmigration have been removed destryed (nirdhuta) by the aforesaid Knowledge (jnana) are jnananirdhutakalmasah ie the monks How do those learned ones whose ignorance regarding the Self has been destroyed by Knowledge look upon Reality? That is being stated:,,,'Those whose intellects pursue It' ie those who have determined to have the vision of the self in this way; 'those whose minds think about It' ie those whose minds have the self for their aim those who undergo discipline for It ie those who are devoted to the practices for Its attainment; 'those who hold It as their highest object' ie those who consider It as their highest goal such persons having their previous impurities cleansed by the knowledge which is practised in this way attain the self as taught 'From that state there is no return' the state from which there is no return means the state of the self The meaning is that they attain the self which rests in Its own nature
5,18,"विद्याविनयसम्पन्ने ब्राह्मणे गवि हस्तिनि |
शुनि चैव श्वपाके च पण्डिताः समदर्शिनः ||५-१८||","vidyāvinayasampanne brāhmaṇe gavi hastini .
śuni caiva śvapāke ca paṇḍitāḥ samadarśinaḥ ||5-18||",,Sages look with an eal eye on a Brahmana endowed with learning and humility on a cow on an elephant and even on a dog and an outcaste,Sages look equally upon all whether he be a minister of learning and humility or an infidel or whether it be a cow an elephant or a dog,,The wise men look by nature eally upon a Brahmana rich in learning and humility on a cow on an elephant and on a mere dog and on a dogcooker (an outcaste),The sages look with an eal eye on one endowed with learning and humility a Brahmana a cow an elephant a dog and a dogeater,The learned ones look with eanimity on a Brahmana endowed with learning and humality a cow an elephant and even a dog as well as an eater of dog's meat,,Vidyaetc So regarding a Brahmana these men of Yoga entertain no such veiw as 'I shall become a man of merit by serving him' and so on; regarding a cow no [idea] like 'It is purifying and sacred' and so on; regarding an elephant no thought of wealth and so on; regarding a dog no conviction that it is impure mischievous and so on; and with regard to a dogcooker no opinion that he is a sinner is impure and so on That is why it is said that 'they look eally [upon these]' and not that 'they act eally [with them] This has been said as The Self which is of the nature of pure Consciousness [shines] in he bodies of all; no discriminating factor exists anywhere Hence the person who has conered the cycle of birthanddeath remains consdering all as fully absorbed in That (Consciousness) (VB verse ) Here too nothing but this stream of thought has been mentioned by 'remains considering' The proper mental disposition of a man of wisdom says [the Lord] would be like this :,,,,,,Panditah the learned ones; samadarsinah look with equanimity; brahmane on a Brahmana; vidyavinayasampanne endowed with learning and humilityvidya means knowledge of the Self and vinaya means pridelessness on a Brahmana who has Selfknowledge and modesty; gavi on a cow; hastini on an elephant; ca eva and even; suni on a dog; ca as well as; svapake on an eater of dog's meatThose learned ones who are habituated to see (equally) the unchanging same and one Brahman absolutely untouched by the qualities of sattva etc and the tendencies created by it as also by the tendencies born of rajas and tamas in a Brahmana who is endowed with Knowledge and tranquillity who is possessed of good tendencies and the quality of sattva; in a cow which is possessed of the middling quality of rajas and is not spiritually refined; and in an elephant etc which are wholly and absolutely imbued with the quality of tamasthey are seers of equalityObjection: On the strength of the text 'A sacrificer incurs sin by not adoring equally one who is an equal and by adoring equally one who is an equal to himself' (Gau Sm ) are not they sinful whose food should not be eaten?Reply: They are not open to the chargeObjection: How?,,,The sages are those who know the real nature of the self in all beings They see the selves to be of the same nature though they are perceived in extremely dissimlar embodiments such as those of one endowed with learning and humility a mere Brahmana a cow an elephant a dog a dogeater etc because they all have the same form of knowledge in their nature as the Atman The dissimilarity of the forms observed is due to Prakrti (body) and not to any dissimilarity in the self; conseently they the wise perceive the self as the same everywhere because all selves though distinct have the same form of knowledge
5,19,"इहैव तैर्जितः सर्गो येषां साम्ये स्थितं मनः |
निर्दोषं हि समं ब्रह्म तस्माद् ब्रह्मणि ते स्थिताः ||५-१९||","ihaiva tairjitaḥ sargo yeṣāṃ sāmye sthitaṃ manaḥ .
nirdoṣaṃ hi samaṃ brahma tasmād brahmaṇi te sthitāḥ ||5-19||",,Even here (in this world) birth (everything) is overcome by those whose minds rest in eality; Brahman is spotless indeed and eal; therefore they are established in Brahman,Even in this world they conquer their earthlife whose minds fixed on the Supreme remain always balanced; for the Supreme has neither blemish nor bias,,The Brahmanknower who is disillusioned who is established in Brahman and has a firm intellect would neither rejoice on meeting a friend nor get agitated on meeting a foe,Here itself Samsara is overcome by those whose minds rest in ealness For the Brahman (individual self) when uncontaminated by Prakrti is the same everywhere Therefore they abide in Brahman,Here [ie even while living in the body] itself is rirth conered by them whose minds are established on sameness Since Brahman is the same (in all) and free from defects therefore they are established in Brahman,,This sloka does not exit in Gitartha sangraha of Abhinavagupta,,,,,,Iha eva here itself even while they are living; is sargah rirth; jitah conered overcome; taih by them by the learned ones who see with eanimity; yesam whose; manah minds the internal organs; are sthitam established made steadfast; samye on sameness in Brahman that exists as the same in all beings It is nirdosam free from defects Because of Its existence in such mean objects as an eater of dog's meat etc though It is supposed by fools to be affected by the defects of those (objects) still It remains untouched by those blemishes hi because It is free from defects Nor even is It differentiated by Its alities since Consciousness is free from alifications And the Lord will speak of desires etc (cf etc) as the attributes of the aggregate of body and organs and will also say 'Being without beginning and without alities' () Nor even are there the ultimate distinctions which can create differentiation in the Self [According to the Vaisesikas everything is possessed of not only alities but also of antyavisesa (ultimate distinction) which is a category like substance ality action etc This distinction makes every entity different from other entities Thus individual souls have their own ultimate distinctions by the very fact that they are individuals Vedanta denies such a category Besides the Self is one and omnipresent Therefore there is nothing else from which It can be distinguishedTr] because there is nothing to prove that these ultimate distinctions exist in every body Hence samam brahma Brahman is the same and one Tasmat therefore; te they; sthitah are established; brahmani in Brahman Itself As a result not even a shade of defect touches them For they have no selfidentification in the form of perceiving the aggregate of body etc as the Self On the other hand that statement (Gau Sm ) refers to the man who has selfidentification in the form of perceiving the aggregate of body (organs) etc as the Self for that statement'A sacrificer incurs sin by not adoring eally one who is an eal and by adoring eally one who is not eal to himself pointedly refers to persons who are the objects of adoration It is indeed seen that in worship charity etc the determining factors are the possession of such special alities as being 'a knower of Brahman' 'versed in the six auxiliary branches of Vedic learning' and 'versed in the four Vedas' But Brahman is bereft of association with all alities and defects This being so it is logical that they are established in Brahman And 'adoring an eal ৷৷an uneal' etc has reference to men of action [Those engaged in actions with a sense of agentship etcTr] But this subject under consideration beginning from 'The embodied man৷৷having given up all actions mentally' () to the end of the chapter is concerning one who has given up all actions Since the Self is Brahman which is without blemish and is the same (in all) therefore,,,By those whose minds rest in ealness with regard to all selves in the aforesaid manner even here ie even at the stage of executing the means Samsara is overcome For the Brahman is of the same nature everywhere when uncontaminated The meaning is that the substance of self when free from the contaminations resulting from contact with the Prakrti (body) is the same everywhere ie as the Brahman (the Atman) If they are fixed in the eality of all selves they verily abide in Brahman The abidance in the Brahman is verily the conest of Samsara Those who contemplate on the sameness of all selves because of their having the form of knowledge they are liberated Sri Krsna now teaches that mode of life by following which the maturity of knowledge in the form of sameness of vision comes to a Karma Yogin
5,20,"न प्रहृष्येत्प्रियं प्राप्य नोद्विजेत्प्राप्य चाप्रियम् |
स्थिरबुद्धिरसम्मूढो ब्रह्मविद् ब्रह्मणि स्थितः ||५-२०||","na prahṛṣyetpriyaṃ prāpya nodvijetprāpya cāpriyam .
sthirabuddhirasammūḍho brahmavid brahmaṇi sthitaḥ ||5-20||",,Resting in Brahman with steady intellect and undeluded the knower of Brahman neither rejoiceth on obtaining what is pleasant nor grieveth on obtaining what is unpleasant,He who knows and lives in the Absolute remains unmoved and unperturbed; he is not elated by pleasure or depressed by pain,,He who with his self (mind) not attached to the external contacts finds happiness in the Selfthat person with his self engaged in the Yoga pervades easily suffering no loss the Brahman,He who knows Brahman (individual self) and abides in Brahman whose mind is steadfastly on the self and undeluded by the body consciousness he neither rejoices at gaining what is pleasant nor grieves on obtaining what is unpleasant,A knower of Brahman who is established in Brahman should have his intellect steady and should not be deluded He should not get delighted by getting what is desirable nor become dejected by getting what is undesirable,,Na prahrsyet etc In the case of this person who habitually looks [upon all] alike the classification of foes and friends is at the level of mundane business alone and not internally as he is firmly established in the Brahman,,,,,,Brahmavit a knower of Brahman as described; sthitah who is established; brahmani in Brahman who is not a performer of actions ie one who has renounced all actions; sthirabuddhih should have his intellect steadythe man of steady intellect is one who has the unwavering firm conviction of the existence of the one and the same taintless Self in all beings; and further asammudhah he should not be deluded he should be free from delusion Na prahrsyet he should not get delighted; prapya by getting; priyam what is desirable; na ca udvijet and surely neither should he become dejected; prapya by getting; apriyam what is undesirablebecause the acisition of the desirable and the undesirable are causes of [Ast's reading is 'horsavisadau kurvate cause happiness and sorrow' in place of 'harsavisadasthane sources of happiness and sorrow' which (latter) reading occurs in G1 Pr and AATr] happiness and sorrow for one who considers the body as the Self; not for the one who has realized the absolute Self since in his case there can be no acisition of desirable and undesirable objects Further the one who is established in Brahman,,,Whatever is experienced as pleasant by one staying in a body and remaining in a particular condition because of the subtle impressions of his old Karmas and whatever is experienced as unpleasant on attaining those two types of experiences one should not feel joy or grief How? By having the mind on that 'Which is steadfast' ie the self 'Undeluded' ie one must be free from the delusion of identity of the steadfast self with the transient body And how can this be? He who knows Brahman and abides in Brahman ie by becoming a knower of Brahman by instruction by the teachers such a person abides steadily engaged in the practices towards winning Brahman What is said is this: From the instructions received from the sages who know the truth one should learn what has to be learnt about the self Endeavouring to actualise the same one does not consider the body as the sefl and remains fixed in the joyous experience of the vision of the steadfast self Let him not rejoice and grieve when he experiences pleasant and unpleasant things as such experiences result from the Prakrti and are transient
5,21,"बाह्यस्पर्शेष्वसक्तात्मा विन्दत्यात्मनि यत्सुखम् |
स ब्रह्मयोगयुक्तात्मा सुखमक्षयमश्नुते ||५-२१||","bāhyasparśeṣvasaktātmā vindatyātmani yatsukham .
sa brahmayogayuktātmā sukhamakṣayamaśnute ||5-21||",,With the self unattached to external contacts he finds happiness in the Self; with the self engaged in the meditation of Brahman he attains to the endless happiness,He finds happiness in his own Self and enjoys eternal bliss whose heart does not yearn for the contacts of earth and whose Self is one with the Everlasting,,The enjoyments that are born of contacts [with objects] are indeed nothing but sources of misery and have beginning and end [Hence] an intelligent man does not get delighted in them O son of Kunti !,He whose mind is detached from external contact and finds happiness in the self he has his mind engaged in the contemplation of Brahman and he enjoys undecaying bliss,With his heart unattached to external objects he gets the bliss that is in the Self With his heart absorbed in meditation on Brahman he acires undecaying Bliss,,He in whom there is no desire for the external touch viz the objecthe thinks says as follows the Bhagawat,,,,,,Asaktaatma with his heart internal organ unattached bahyasparsesu to external objectssparsah means objects that are contacted viz sound etc; bahyasparsah means those things which are external (bahya) and are objects of contact; that person who thus has his heart unattached who derives no happiness from objects; he vindati gets that sukham bliss; yat which is; atmani in the Self Brahmayogayuktaatma with his heart absorbed in meditation on Brahmanmeditation (yoga) on Brahman is brahmayoga; one whose internal organ (atma) is absorbed in (yukta) engaged in that meditation on Brahman is brahmayogayuktaatma; he asnute acires; aksayam undecaying; sukham Bliss So he who cherishes undecaying happiness in the Self should withdraw the organs from the momentary happiness in external objects This is the meaning For this reason also one should withdraw:,,,He who finds happiness in the self within himself his mind detached from external contact in the manner already mentioned ie from experience of objects other than the self such a person abandoning the contemplation on Prakrti or bodily experiences has his mind engaged in the contemplation on Brahman ie the Atman Thus he attains everlasting bliss which consists in the experience of Brahman (the self) Sri Krsna speaks of the abandonment of material pleasure as easy:
5,22,"ये हि संस्पर्शजा भोगा दुःखयोनय एव ते |
आद्यन्तवन्तः कौन्तेय न तेषु रमते बुधः ||५-२२||","ye hi saṃsparśajā bhogā duḥkhayonaya eva te .
ādyantavantaḥ kaunteya na teṣu ramate budhaḥ ||5-22||",,The enjoyments that are born of contacts are only generators of pain for they have a beginning and an end O Arjuna; the wise man does not rejoice in them,The joys that spring from external associations bring pain; they have their beginning and their endings The wise man does not rejoice in them,,Whosoever right here before abandoning the body is capable of bearing the force sprung from desire and wrathhe is considered to be a man of Yoga and a happy man,For those pleasures that are born of contact are wombs or pain They have a beginning and an end O Arjuna The wise do not rejoice in them,Since enjoyments that result from contact (with objects) are verily the sources of sorrow and have a beginning and an end (therefore) O son of Kunti the wise one does not delight in them,,Ye hi etc He considers indeed as follows : 'All enjoyments born of the external objects are in the form of causes of misery; and even otherwise they are impermanent',,,,,,Hi since; bhogah enjoyments; ye samsparsajah that result from contact with objects that arise from contact between the objects and the organs; are eva verily; duhkhayonayah sources of sorrow because they are creations of ignorance It is certainly a matter of experience that physical and other sorrows are created by that itself By the use of the word eva (verily) it is understood that as it happens here in this world so does it even in the other world Realizing that there is not the least trace of happiness in the world one should withdraw the organs from the objects which are comparable to a mirage Not only are they sources of sorrow they also adiantavantah have a beginning and an end Adi (beginning) of enjoyments consists in the contact between objects and senses and their end (anta) indeed is the loss of that contact Hence they have a beginning and an end they are impermanent being present in the intervening moment This is the meaning (Therefore) O son of Kunti budhah the wise one the discriminating person who has realized the Reality which is the supreme Goal; na ramate does not delight; tesu in them in enjoyments For delight in objects is seen only in very foolish beings as for instance in animals etc This extremely painful evil which is opposed to the path of Bliss and is the source of getting all miseries is difficult to resist Therefore one must make the utmost effort to avoid it Hence the Lord says:;,,,Those pleasures which result from the contact of sense objects with the senses are the wombs of pain ie have pain as their ultimate fruit 'They have a beginning and an end' ie they are seen to remain only for a brief period and the reaction that follows their cessation is painful He who knows what they themselves are ie know themselves as Atman will not find pleasure in them
